CRN,MC_BAG_IND,MC_DVR_BOOTS_IND,MC_DVR_EDC_IND,MC_DVR_EYEPRT_IND,MC_DVR_HLMTDOT_IND,MC_DVR_HLMTON_IND,MC_DVR_HLMT_TYPE,MC_DVR_LNGPNTS_IND,MC_DVR_LNGSLV_IND,MC_ENGINE_SIZE,MC_PASSNGR_IND,MC_PAS_BOOTS_IND,MC_PAS_EYEPRT_IND,MC_PAS_HLMTDOT_IND,MC_PAS_HLMTON_IND,MC_PAS_HLMT_TYPE,MC_PAS_LNGPNTS_IND,MC_PAS_LNGSLV_IND,MC_TRAIL_IND,UNIT_NUM
2005039153,,,,,,,,,,,U,,,,,,,,,1
2005052387,N,Y,U,Y,U,Y,1.0,Y,Y,01100,N,,,,,,,,N,1
2005057537,,,,,,,,,,,,,,,,,,,,1
2005064964,,,,,,,,,,,,,,,,,,,,2
2005065545,,,,,,,,,,,,,,,,,,,,2
2005065598,U,U,U,Y,,,9.0,U,U,99999,N,,,,,,,,U,2
2005065630,,,,,,,,,,,,,,,,,,,,1
2005066040,,,,,,,,,,,,,,,,,,,,1
2005066147,,,,,,,,,,,,,,,,,,,,1
2005066360,,,,,,,,,,,,,,,,,,,,2
2005067960,U,N,U,U,,,9.0,Y,U,99999,N,,,,,,,,U,2
2005071128,U,U,U,U,,,9.0,U,U,99999,N,,,,,,,,U,1
2005071568,,,,,,,,,,,,,,,,,,,,2
2005074537,N,Y,N,Y,Y,Y,1.0,Y,Y,00645,N,,,,,,,,N,2
2005080377,N,N,N,N,,,0.0,Y,Y,01000,N,,,,,,,,N,1
2005089875,Y,Y,Y,Y,Y,Y,1.0,Y,Y,00800,N,,,,,,,,N,2
2005096227,N,Y,U,Y,Y,Y,2.0,Y,Y,00901,Y,U,N,N,N,0.0,Y,N,N,1
2005096567,N,Y,Y,N,,,0.0,Y,Y,99999,N,,,,,,,,N,1
2005098233,U,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005098283,,,,,,,,,,,,,,,,,,,,2
2005099311,,,,,,,,,,,,,,,,,,,,2
2005100113,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,1
2005100133,Y,N,U,N,,,0.0,Y,Y,99999,N,,,,,,,,N,1
2005100722,,,,,,,,,,,,,,,,,,,,2
2005100954,,,,,,,,,,,,,,,,,,,,2
2005101280,,,,,,,,,,,,,,,,,,,,2
2005101653,Y,U,U,Y,U,Y,1.0,Y,Y,99999,N,,,,,,,,N,1
2005101667,,,,,,,,,,,,,,,,,,,,1
2005102113,,,,,,,,,,,,,,,,,,,,2
2005103712,,,,,,,,,,,,,,,,,,,,2
2005103717,U,U,U,U,,,9.0,U,U,99999,N,,,,,,,,U,1
2005104686,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,1
2005104863,Y,Y,Y,Y,U,U,0.0,Y,Y,01450,Y,U,U,U,U,9.0,U,U,N,2
2005105037,,,,,,,,,,,,,,,,,,,,2
2005105076,N,U,U,U,U,Y,1.0,Y,Y,00750,N,,,,,,,,N,2
2005105225,,,,,,,,,,,,,,,,,,,,1
2005105308,,,,,,,,,,,,,,,,,,,,1
2005105497,,,,,,,,,,,,,,,,,,,,2
2005105901,U,U,U,U,N,U,9.0,U,U,99999,N,,,,,,,,U,2
2005105909,,,,,,,,,,,,,,,,,,,,2
2005105986,N,Y,N,Y,Y,Y,1.0,Y,Y,00900,N,,,,,,,,N,1
2005106133,N,Y,N,Y,Y,Y,1.0,Y,Y,00600,Y,Y,Y,Y,Y,1.0,Y,Y,N,1
2005107225,U,U,U,U,U,U,1.0,U,U,99999,N,,,,,,,,N,1
2005108674,N,N,N,N,,,0.0,Y,U,00750,N,,,,,,,,N,1
2005108827,N,Y,U,Y,Y,Y,1.0,Y,N,00750,N,,,,,,,,N,1
2005108827,N,U,Y,Y,Y,Y,1.0,Y,N,00900,N,,,,,,,,N,2
2005109026,N,U,U,Y,U,Y,1.0,Y,Y,00636,N,,,,,,,,N,1
2005109051,N,Y,Y,Y,U,U,9.0,Y,Y,99999,N,,,,,,,,N,1
2005109072,,,,,,,,,,,,,,,,,,,,2
2005109138,,,,,,,,,,,,,,,,,,,,2
2005109893,,,,,,,,,,,,,,,,,,,,2
2005109897,,,,,,,,,,,,,,,,,,,,2
2005110123,N,U,U,Y,,,0.0,Y,Y,01200,N,,,,,,,,N,1
2005110323,N,U,U,Y,,,0.0,U,U,00600,Y,U,U,,,0.0,U,U,N,1
2005110633,,,,,,,,,,,,,,,,,,,,2
2005111974,N,Y,N,Y,,,0.0,Y,Y,01754,N,,,,,,,,N,2
2005112021,,,,,,,,,,,,,,,,,,,,2
2005115348,Y,Y,Y,Y,Y,Y,1.0,Y,Y,01300,N,,,,,,,,N,1
2005115432,N,N,U,N,,,0.0,N,N,01200,N,,,,,,,,N,1
2005115769,N,N,U,Y,Y,Y,1.0,Y,Y,00500,N,,,,,,,,N,2
2005115952,N,Y,U,Y,Y,Y,1.0,Y,Y,00550,N,,,,,,,,N,1
2005116111,U,N,U,Y,Y,N,1.0,Y,Y,00750,N,,,,,,,,N,1
2005116282,Y,N,U,Y,Y,Y,1.0,Y,Y,01100,N,,,,,,,,N,2
2005116598,N,N,U,Y,Y,Y,1.0,Y,Y,00900,N,,,,,,,,N,1
2005118292,Y,U,U,Y,U,Y,1.0,Y,Y,00750,Y,U,Y,U,Y,1.0,Y,Y,N,2
2005118297,N,N,N,Y,Y,U,1.0,Y,U,01000,N,,,,,,,,N,1
2005118314,N,Y,Y,Y,Y,Y,1.0,Y,Y,00500,N,,,,,,,,N,1
2005118376,Y,N,Y,Y,Y,Y,2.0,Y,Y,99999,Y,Y,Y,Y,Y,1.0,Y,Y,N,2
2005119282,N,U,U,Y,N,U,3.0,Y,Y,01388,N,,,,,,,,N,2
2005119421,N,N,Y,Y,Y,Y,1.0,Y,Y,06000,N,,,,,,,,N,1
2005119471,U,U,U,Y,Y,Y,1.0,Y,Y,01450,N,,,,,,,,N,2
2005120192,Y,Y,U,U,Y,U,3.0,Y,Y,01450,N,,,,,,,,N,1
2005120192,Y,N,N,Y,,,0.0,Y,Y,01340,N,,,,,,,,N,2
2005120192,Y,Y,N,Y,Y,Y,2.0,Y,Y,01600,N,,,,,,,,N,3
2005120355,,,,,,,,,,,U,,,,,,,,,2
2005121193,,,,,,,,,,,,,,,,,,,,2
2005121217,,,,,,,,,,,,,,,,,,,,2
2005121248,Y,Y,U,Y,U,Y,3.0,U,Y,00901,N,,,,,,,,N,1
2005121778,U,N,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005121825,Y,U,Y,Y,U,Y,3.0,Y,Y,01100,N,,,,,,,,N,2
2005121922,,,,,,,,,,,,,,,,,,,,1
2005121947,,,,,,,,,,,,,,,,,,,,1
2005122260,,,,,,,,,,,U,,,,,,,,,1
2005124176,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005124208,,,,,,,,,,,,,,,,,,,,2
2005124262,,,,,,,,,,,,,,,,,,,,2
2005124269,N,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005124466,,,,,,,,,,,,,,,,,,,,1
2005124469,N,U,U,Y,U,Y,1.0,Y,Y,01100,Y,U,Y,U,Y,1.0,Y,Y,N,2
2005124891,,,,,,,,,,,,,,,,,,,,2
2005125221,N,N,U,Y,Y,Y,1.0,Y,Y,01000,N,,,,,,,,N,2
2005125383,U,U,U,N,U,U,1.0,U,U,99999,N,,,,,,,,U,1
2005125508,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,N,1
2005125924,,,,,,,,,,,,,,,,,,,,2
2005125926,,,,,,,,,,,,,,,,,,,,2
2005126232,,,,,,,,,,,,,,,,,,,,1
2005126235,,,,,,,,,,,,,,,,,,,,2
2005126256,N,U,U,U,U,N,2.0,Y,Y,00350,N,,,,,,,,N,1
2005126257,N,U,U,U,U,U,9.0,Y,Y,01800,N,,,,,,,,N,1
2005126796,,,,,,,,,,,,,,,,,,,,2
2005126842,N,N,Y,Y,Y,Y,1.0,Y,N,99999,N,,,,,,,,N,1
2005127065,N,Y,Y,Y,Y,Y,1.0,Y,Y,01550,Y,Y,Y,Y,Y,1.0,Y,Y,N,2
2005128020,N,U,U,Y,U,Y,1.0,U,U,99999,Y,U,N,N,N,0.0,U,U,N,1
2005128108,U,U,U,Y,,,0.0,U,N,01450,N,,,,,,,,N,1
2005128292,U,Y,U,Y,U,Y,3.0,Y,N,01380,N,,,,,,,,N,1
2005128292,Y,Y,U,Y,U,Y,3.0,Y,N,00883,N,,,,,,,,N,2
2005128314,,,,,,,,,,,,,,,,,,,,1
2005128523,,,,,,,,,,,,,,,,,,,,1
2005128525,,,,,,,,,,,,,,,,,,,,2
2005128855,N,N,U,Y,U,Y,1.0,Y,Y,00750,N,,,,,,,,N,2
2005129477,,,,,,,,,,,,,,,,,,,,2
2005129587,,,,,,,,,,,,,,,,,,,,2
2005129942,,,,,,,,,,,,,,,,,,,,2
2005129962,,,,,,,,,,,,,,,,,,,,2
2005130036,N,Y,Y,Y,Y,Y,2.0,Y,Y,00901,Y,N,N,Y,Y,2.0,Y,Y,N,1
2005130104,,,,,,,,,,,,,,,,,,,,2
2005130119,,,,,,,,,,,,,,,,,,,,1
2005130162,,,,,,,,,,,,,,,,,,,,2
2005130383,,,,,,,,,,,,,,,,,,,,2
2005130457,,,,,,,,,,,,,,,,,,,,2
2005130463,,,,,,,,,,,,,,,,,,,,2
2005130636,,,,,,,,,,,,,,,,,,,,2
2005130728,,,,,,,,,,,,,,,,,,,,2
2005130738,,,,,,,,,,,,,,,,,,,,2
2005130947,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,N,1
2005131166,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005131252,,,,,,,,,,,,,,,,,,,,2
2005131610,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005131611,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005131675,N,U,U,U,U,Y,1.0,Y,Y,99999,N,,,,,,,,N,1
2005131768,U,U,U,N,U,,0.0,U,U,99999,N,,,,,,,,N,2
2005131899,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005131905,N,Y,Y,Y,Y,Y,1.0,Y,Y,01000,N,,,,,,,,N,2
2005132199,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005132494,,,,,,,,,,,,,,,,,,,,2
2005132587,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005132588,Y,Y,U,Y,U,Y,1.0,Y,Y,99999,N,,,,,,,,N,2
2005132621,,,,,,,,,,,,,,,,,,,,2
2005133199,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005133618,U,N,U,N,U,Y,1.0,U,U,99999,N,,,,,,,,N,1
2005133639,N,U,U,U,Y,Y,1.0,Y,Y,00600,N,,,,,,,,N,2
2005133839,,,,,,,,,,,,,,,,,,,,2
2005133942,N,Y,Y,Y,Y,Y,1.0,Y,Y,00999,N,,N,,,,,,N,2
2005133944,N,N,Y,Y,Y,Y,1.0,Y,N,00750,N,,,,,,,,N,2
2005134315,,,,,,,,,,,,,,,,,,,,1
2005134335,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005134450,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005134458,,,,,,,,,,,,,,,,,,,,2
2005134479,,,,,,,,,,,,,,,,,,,,2
2005134494,,,,,,,,,,,,,,,,,,,,2
2005134512,,,,,,,,,,,,,,,,,,,,2
2005134515,,,,,,,,,,,,,,,,,,,,1
2005134517,,,,,,,,,,,,,,,,,,,,1
2005134520,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005134525,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,N,2
2005134526,U,U,U,Y,U,U,1.0,U,U,99999,U,,,,,,,,U,2
2005134580,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005134651,U,U,U,N,U,U,1.0,U,U,99999,N,,,,,,,,U,1
2005134943,U,N,N,U,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005134944,,,,,,,,,,,,,,,,,,,,2
2005134961,U,U,U,Y,,,9.0,U,U,99999,N,,,,,,,,U,1
2005134963,N,Y,U,Y,Y,Y,1.0,Y,Y,01300,N,,,,,,,,N,1
2005134968,N,U,U,Y,U,U,9.0,U,U,01100,N,,,,,,,,N,1
2005134968,N,U,U,Y,U,U,9.0,U,U,00750,N,,,,,,,,N,2
2005134974,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,2
2005134999,,,,,,,,,,,,,,,,,,,,2
2005135070,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005135073,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,1
2005135092,U,U,U,U,U,U,9.0,U,U,99999,Y,U,U,U,U,9.0,U,U,U,1
2005135093,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005135094,,,,,,,,,,,,,,,,,,,,2
2005135097,,,,,,,,,,,,,,,,,,,,2
2005135138,,,,,,,,,,,,,,,,,,,,2
2005135157,U,U,U,N,U,U,0.0,U,U,99999,N,,,,,,,,U,2
2005135167,N,Y,Y,Y,,,0.0,Y,Y,99999,N,,,,,,,,N,1
2005135185,U,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005135215,Y,U,U,Y,U,U,1.0,Y,Y,99999,N,,,,,,,,N,2
2005135216,,,,,,,,,,,,,,,,,,,,2
2005135225,,,,,,,,,,,,,,,,,,,,2
2005135331,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005135348,,,,,,,,,,,,,,,,,,,,2
2005135364,,,,,,,,,,,,,,,,,,,,2
2005135370,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,2
2005135456,N,U,U,U,U,Y,2.0,Y,Y,99999,N,,,,,,,,N,1
2005135456,N,Y,U,U,U,Y,2.0,Y,Y,99999,N,,,,,,,,N,2
2005135512,,,,,,,,,,,,,,,,,,,,2
2005135596,N,Y,U,Y,Y,Y,1.0,Y,Y,65000,N,,,,,,,,N,1
2005135644,,,,,,,,,,,,,,,,,,,,1
2005136158,,,,,,,,,,,,,,,,,,,,2
2005136285,,,,,,,,,,,,,,,,,,,,1
2005136318,,,,,,,,,,,,,,,,,,,,1
2005136326,N,N,N,N,N,N,0.0,N,N,,N,N,N,N,N,0.0,N,N,N,1
2005136343,,,,,,,,,,,,,,,,,,,,1
2005136863,,,,,,,,,,,,,,,,,,,,1
2005136901,U,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005136941,N,N,N,N,N,N,0.0,N,N,4Q,N,N,N,,,0.0,N,N,N,2
2005136949,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005136952,,,,,,,,,,,,,,,,,,,,2
2005136958,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005136959,Y,Y,Y,Y,Y,Y,1.0,Y,Y,01200,N,,,,,,,,N,1
2005136961,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005136989,U,U,U,U,U,U,1.0,U,U,99999,N,,,,,,,,U,2
2005137010,,,,,,,,,,,,,,,,,,,,1
2005137010,,,,,,,,,,,,,,,,,,,,2
2005137084,,,,,,,,,,,,,,,,,,,,1
2005137086,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005137087,U,U,N,U,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005137107,N,Y,N,N,,,0.0,Y,U,99999,N,,,,,,,,N,1
2005137131,,,,,,,,,,,,,,,,,,,,2
2005137134,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005137135,,,,,,,,,,,,,,,,,,,,2
2005137145,,,,,,,,,,,,,,,,,,,,2
2005137218,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,2
2005137246,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005137423,U,U,U,U,U,Y,1.0,U,U,99999,N,,,,,,,,N,1
2005137491,,,,,,,,,,,,,,,,,,,,2
2005137713,N,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005137762,,,,,,,,,,,,,,,,,,,,1
2005137763,,,,,,,,,,,,,,,,,,,,2
2005137764,,,,,,,,,,,,,,,,,,,,1
2005137767,,,,,,,,,,,,,,,,,,,,2
2005137790,N,U,U,Y,Y,Y,2.0,Y,N,12000,N,,,,,,,,N,1
2005137896,U,U,N,U,U,U,9.0,U,U,99999,U,,,,,,,,N,2
2005138117,U,U,U,U,,,9.0,U,U,99999,Y,U,U,,,9.0,U,U,U,2
2005138218,U,U,U,Y,U,U,0.0,U,U,99999,U,,,,,,,,U,1
2005138262,U,U,U,Y,,,9.0,U,U,99999,Y,U,Y,,,9.0,U,U,U,1
2005138321,U,N,U,N,U,Y,1.0,Y,N,99999,N,,,,,,,,N,1
2005138331,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,1
2005138348,,,,,,,,,,,,,,,,,,,,2
2005138427,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005138442,,,,,,,,,,,,,,,,,,,,2
2005138470,,,,,,,,,,,,,,,,,,,,2
2005138871,U,N,U,N,Y,Y,1.0,N,N,00485,U,,,,,,,,U,1
2005138895,N,N,N,Y,Y,Y,3.0,Y,N,01200,N,,,,,,,,N,2
2005138896,N,Y,N,N,,,0.0,Y,Y,99999,N,,,,,,,,N,1
2005138958,N,U,U,Y,U,U,1.0,Y,Y,00250,N,,,,,,,,N,1
2005138959,N,N,U,N,,,0.0,Y,N,00750,N,,,,,,,,N,1
2005139000,N,Y,Y,Y,Y,Y,1.0,Y,Y,01200,N,,,,,,,,N,2
2005139068,,,,,,,,,,,U,,,,,,,,,2
2005139072,N,N,N,N,,,0.0,Y,Y,99999,N,,,,,,,,N,2
2005139097,U,U,U,U,U,Y,1.0,Y,Y,99999,N,,,,,,,,U,1
2005139098,,,,,,,,,,,,,,,,,,,,1
2005139122,,,,,,,,,,,,,,,,,,,,1
2005139136,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,1
2005139200,,,,,,,,,,,,,,,,,,,,1
2005139259,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005139261,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,2
2005139267,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005139713,U,U,U,N,U,U,1.0,U,U,99999,N,,,,,,,,U,1
2005139713,U,U,U,N,U,U,1.0,U,U,99999,N,,,,,,,,U,2
2005139713,U,U,U,N,U,U,1.0,U,U,99999,N,,,,,,,,U,4
2005139731,,,,,,,,,,,,,,,,,,,,2
2005139823,,,,,,,,,,,,,,,,,,,,2
2005139835,,,,,,,,,,,,,,,,,,,,2
2005139839,,,,,,,,,,,,,,,,,,,,1
2005139848,,,,,,,,,,,,,,,,,,,,2
2005139899,,,,,,,,,,,,,,,,,,,,2
2005140189,N,N,N,Y,Y,Y,1.0,Y,Y,01000,N,,,,,,,,N,2
2005140255,Y,Y,U,Y,U,Y,1.0,Y,Y,01100,N,,,,,,,,N,1
2005140270,,,,,,,,,,,,,,,,,,,,2
2005140286,N,U,U,Y,Y,Y,1.0,Y,Y,00600,N,,,,,,,,N,2
2005140513,,,,,,,,,,,,,,,,,,,,2
2005140722,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005140725,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005140726,U,U,U,Y,U,U,1.0,U,U,99999,U,,,,,,,,U,1
2005140964,U,U,U,U,,,9.0,U,U,99999,N,,,,,,,,N,1
2005140971,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005141004,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005141089,U,U,U,Y,U,U,1.0,U,U,99999,N,,,,,,,,U,2
2005141129,N,Y,U,Y,Y,Y,1.0,Y,Y,99999,N,,,,,,,,N,1
2005141153,,,,Y,,Y,1.0,Y,Y,750,,,,,,,,,,1
2005141176,Y,U,U,U,U,U,0.0,U,U,01100,N,,,,,,,,U,1
2005141187,,,,,,,,,,,,,,,,,,,,2
2005141200,N,U,N,U,,,0.0,Y,Y,00750,Y,U,U,,,0.0,Y,Y,N,1
2005141215,N,U,Y,Y,,,0.0,Y,N,00790,N,,,,,,,,N,1
2005141238,,,,,,,,,,,U,,,,,,,,,1
2005141239,N,Y,U,N,,,0.0,Y,Y,99999,N,,,,,,,,N,2
2005141484,N,U,Y,U,,,9.0,Y,Y,01450,Y,U,U,,,9.0,Y,Y,N,2
2005142047,,,,,,,,,,,,,,,,,,,,2
2005142058,Y,N,U,Y,U,Y,2.0,N,N,99999,N,,,,,,,,N,1
2005142068,Y,N,Y,Y,Y,Y,1.0,Y,Y,00750,N,,,,,,,,N,1
2005142143,N,N,U,Y,Y,Y,1.0,Y,N,00600,N,,,,,,,,N,1
2005142242,,,,,,,,,,,,,,,,,,,,2
2005142389,U,U,U,U,U,U,3.0,U,U,99999,U,,,,,,,,U,1
2005142461,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,N,1
2005142644,,,,,,,,,,,,,,,,,,,,2
2005142820,,,,,,,,,,,,,,,,,,,,1
2005142916,N,Y,Y,Y,Y,Y,1.0,Y,Y,01000,N,,,,,,,,N,1
2005142943,,,,,,,,,,,,,,,,,,,,1
2005142943,,,,,,,,,,,,,,,,,,,,2
2005142986,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,2
2005143060,,,,,,,,,,,,,,,,,,,,2
2005143165,N,Y,Y,Y,U,Y,3.0,Y,Y,99999,N,,,,,,,,N,1
2005143418,N,N,U,N,,,0.0,Y,N,99999,N,,,,,,,,N,1
2005143424,N,N,U,Y,U,U,1.0,N,N,00020,N,,,,,,,,N,1
2005143425,,,,,,,,,,,,,,,,,,,,2
2005143440,N,N,N,Y,Y,Y,1.0,Y,Y,99999,N,,,,,,,,N,1
2005143458,U,Y,Y,Y,Y,Y,2.0,Y,Y,99999,N,,,,,,,,U,1
2005143488,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005143915,,,,,,,,,,,,,,,,,,,,1
2005144123,U,U,U,N,U,U,9.0,U,U,99999,N,,,,,,,,N,1
2005144197,N,Y,Y,Y,N,Y,1.0,Y,N,99999,N,,,,,,,,N,1
2005144216,U,U,U,U,U,U,0.0,U,U,99999,U,,,,,,,,U,1
2005144890,U,U,U,Y,U,U,1.0,U,U,99999,N,,,,,,,,U,2
2005144918,Y,Y,Y,Y,Y,Y,3.0,Y,Y,01340,N,,,,,,,,N,2
2005145025,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,N,1
2005145081,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,1
2005145094,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005145105,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,1
2005145123,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005145226,U,U,U,Y,U,U,1.0,U,U,99999,N,,,,,,,,U,2
2005145299,U,N,U,N,N,N,0.0,N,N,99999,N,,,,,,,,U,1
2005145492,,,,,,,,,,,,,,,,,,,,2
2005145531,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,2
2005145615,,,,,,,,,,,,,,,,,,,,1
2005145640,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,N,1
2005145660,,,,,,,,,,,,,,,,,,,,2
2005145670,,,,,,,,,,,,,,,,,,,,1
2005145810,N,Y,U,Y,,,0.0,Y,N,99999,N,,,,,,,,N,2
2005145876,N,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,N,2
2005145889,,,,,,,,,,,,,,,,,,,,1
2005145891,,,,,,,,,,,,,,,,,,,,2
2005145977,,,,,,,,,,,,,,,,,,,,1
2005146006,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,2
2005146019,U,U,U,N,U,N,0.0,U,U,99999,N,,,,,,,,U,1
2005146076,,,,,,,,,,,,,,,,,,,,2
2005146089,,,,,,,,,,,,,,,,,,,,2
2005146090,U,U,U,U,U,U,9.0,U,U,00600,U,,,,,,,,U,1
2005146096,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005146184,,,,,,,,,,,,,,,,,,,,2
2005146190,U,U,U,U,,,9.0,U,U,99999,N,,,,,,,,U,2
2005146221,Y,Y,Y,Y,Y,Y,3.0,Y,N,01440,N,,,,,,,,N,1
2005146244,,,,,,,,,,,,,,,,,,,,1
2005146382,,,,,,,,,,,,,,,,,,,,2
2005146385,U,U,U,Y,,,9.0,N,U,99999,N,,,,,,,,U,1
2005146450,U,U,U,N,U,Y,1.0,U,U,99999,N,,,,,,,,N,1
2005146593,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005146606,,,,,,,,,,,,,,,,,,,,1
2005146907,,,,,,,,,,,,,,,,,,,,1
2005146907,,,,,,,,,,,,,,,,,,,,2
2005146908,,,,,,,,,,,,,,,,,,,,2
2005146967,,,,,,,,,,,,,,,,,,,,2
2005147018,N,Y,Y,Y,Y,Y,1.0,Y,Y,00650,N,,,,,,,,N,2
2005147072,,,,,,,,,,,,,,,,,,,,1
2005147087,,,,,,,,,,,,,,,,,,,,2
2005147106,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005147107,N,U,U,U,,,0.0,U,U,99999,N,,,,,,,,N,1
2005147107,N,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,N,2
2005147113,,,,,,,,,,,,,,,,,,,,2
2005147119,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,2
2005147147,U,U,U,Y,U,U,1.0,U,U,99999,N,,,,,,,,U,1
2005147152,,,,,,,,,,,,,,,,,,,,2
2005147216,,,,,,,,,,,U,,,,,,,,,1
2005147216,,,,,,,,,,,,,,,,,,,,2
2005147263,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,Y,1
2005147381,N,Y,Y,Y,Y,Y,3.0,Y,N,00001,N,,,,,,,,N,1
2005147382,N,N,Y,N,U,Y,1.0,Y,N,01100,N,,,,,,,,N,2
2005147387,U,U,U,U,,,9.0,U,U,99999,N,,,,,,,,U,2
2005147403,Y,U,U,Y,,,0.0,Y,Y,00901,N,,,,,,,,N,1
2005147445,Y,Y,Y,Y,N,N,0.0,Y,N,01298,N,,,,,,,,N,2
2005147446,U,U,Y,U,Y,U,9.0,U,U,01340,N,,,,,,,,U,3
2005147471,,,,,,,,,,,,,,,,,,,,1
2005147471,,,,,,,,,,,,,,,,,,,,2
2005147472,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,1
2005147576,U,U,U,N,U,U,1.0,U,U,99999,N,,,,,,,,U,2
2005147586,U,U,U,N,,,0.0,U,U,99999,Y,U,N,,,0.0,U,U,N,1
2005147603,Y,U,U,Y,Y,Y,1.0,Y,N,50000,Y,U,Y,Y,Y,1.0,Y,N,N,2
2005147624,N,U,U,U,U,Y,3.0,Y,Y,00652,N,,,,,,,,N,1
2005147835,N,Y,Y,Y,Y,Y,1.0,Y,Y,01100,Y,Y,Y,Y,Y,1.0,Y,Y,N,2
2005147943,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005147968,U,U,U,N,U,Y,1.0,U,U,99999,N,,,,,,,,U,1
2005147973,,,,,,,,,,,,,,,,,,,,2
2005147985,,,,,,,,,,,,,,,,,,,,1
2005147993,,,,,,,,,,,,,,,,,,,,1
